latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
4.5989,114.3336,320.1,1.1,1,2015-08-27,0549,Aqua,MODIS,41,6.2,297.6,10.1,D,0
4.5776,114.2059,314.5,2.2,1.4,2015-09-23,0530,Aqua,MODIS,39,6.2,297,21,D,0
4.5925,114.6191,314.1,1,1,2015-10-05,0554,Aqua,MODIS,60,6.2,298.7,6,D,0
4.3474,114.3184,316.6,1,1,2015-10-14,0250,Terra,MODIS,48,6.2,298.6,7.9,D,0
4.6687,114.4648,311.7,1.7,1.3,2015-11-11,0315,Terra,MODIS,36,6.2,291.8,9.4,D,0
4.6657,114.4636,315.7,1.6,1.3,2015-11-27,0613,Aqua,MODIS,56,6.2,286.1,19.4,D,0
4.2866,114.3054,310.6,1.3,1.1,2015-12-26,0542,Aqua,MODIS,38,6.2,295.6,7.8,D,0
4.3484,114.3186,315.3,1.1,1,2016-01-16,0302,Terra,MODIS,56,6.2,296.9,8.2,D,0
4.6012,114.3412,319.3,1,1,2016-01-25,0256,Terra,MODIS,62,6.2,297.3,10.3,D,0
4.5998,114.3501,350.2,1,1,2016-01-25,0256,Terra,MODIS,95,6.2,298,56.6,D,0
4.5942,114.3447,346,1,1,2016-01-25,0555,Aqua,MODIS,93,6.2,300.4,46.7,D,0
4.5955,114.3536,325.8,1,1,2016-01-25,0555,Aqua,MODIS,73,6.2,298.5,16.4,D,0
4.3459,114.3201,313.3,1.3,1.1,2016-01-27,0542,Aqua,MODIS,24,6.2,294.4,7.5,D,0
4.7007,114.6592,304.3,1,1,2016-01-31,1443,Terra,MODIS,60,6.2,293.4,4.4,N,0
4.7015,114.6619,315.2,1.1,1,2016-02-01,0601,Aqua,MODIS,66,6.2,298.1,7.1,D,0
4.5931,114.3665,301.5,1.6,1.3,2016-02-02,1431,Terra,MODIS,42,6.2,289.6,6.5,N,0
4.612,114.3445,314.8,1.6,1.2,2016-02-05,0238,Terra,MODIS,45,6.2,295.9,10.1,D,0
4.4702,114.2684,303.3,1,1,2016-02-10,0256,Terra,MODIS,23,6.2,275,3.9,D,0
4.3442,114.3149,304.4,1.3,1.1,2016-02-12,0542,Aqua,MODIS,52,6.2,275.2,7,D,0
4.5936,114.3364,303.9,1.1,1,2016-02-14,1455,Terra,MODIS,57,6.2,292.9,3.9,N,0
4.7623,114.6153,318.7,1.1,1,2016-02-17,0601,Aqua,MODIS,49,6.2,297.6,10.4,D,0
4.761,114.6057,315.3,1.1,1,2016-02-17,0601,Aqua,MODIS,0,6.2,296.6,7.6,D,0
4.6019,114.3706,307.8,1.1,1,2016-02-19,1808,Aqua,MODIS,73,6.2,289.6,9.8,N,0
4.6639,114.4565,311.1,3.8,1.8,2016-02-20,0631,Aqua,MODIS,0,6.2,293.8,32.5,D,0
4.5917,114.3527,326.1,1.6,1.3,2016-02-21,0536,Aqua,MODIS,59,6.2,293.7,33.7,D,0
4.594,114.3673,320.4,1.6,1.3,2016-02-21,0536,Aqua,MODIS,30,6.2,293.4,21.9,D,0
4.603,114.3508,324.9,1.6,1.3,2016-02-21,0536,Aqua,MODIS,74,6.2,295,31.5,D,0
4.6052,114.3654,322.1,1.6,1.3,2016-02-21,0536,Aqua,MODIS,72,6.2,294.8,26.6,D,0
4.595,114.3454,306,1,1,2016-02-21,1755,Aqua,MODIS,31,6.2,293.1,5.9,N,0
4.6091,114.376,319.2,1,1,2016-02-21,1755,Aqua,MODIS,98,6.2,292.9,17.2,N,0
4.6027,114.356,313.5,1,1,2016-02-21,1755,Aqua,MODIS,87,6.2,291.9,11.2,N,0
4.6014,114.3654,322.5,1,1,2016-02-21,1755,Aqua,MODIS,100,6.2,292.9,20.1,N,0
4.5885,114.3255,306.4,1,1,2016-02-21,1755,Aqua,MODIS,63,6.2,292.1,6.6,N,0
4.5872,114.3348,318,1,1,2016-02-21,1755,Aqua,MODIS,96,6.2,292.7,16.1,N,0
4.5963,114.3361,312.3,1,1,2016-02-21,1755,Aqua,MODIS,84,6.2,293.5,10.7,N,0
4.5762,114.3175,319.1,2.1,1.4,2016-02-22,0619,Aqua,MODIS,40,6.2,292.9,27.3,D,0
4.5937,114.353,334.3,2.1,1.4,2016-02-22,0619,Aqua,MODIS,87,6.2,293.8,79.9,D,0
4.5895,114.3418,326,2.1,1.4,2016-02-22,0619,Aqua,MODIS,76,6.2,293.6,48.8,D,0
4.5869,114.3232,330.2,2.1,1.4,2016-02-22,0619,Aqua,MODIS,84,6.2,294.2,62.4,D,0
4.6958,114.533,316.9,2.2,1.4,2016-02-22,0619,Aqua,MODIS,65,6.2,294.6,24.3,D,0
4.5953,114.3446,349.1,1.3,1.1,2016-02-24,0607,Aqua,MODIS,95,6.2,299,68.5,D,0
4.5854,114.3368,341.5,1,1,2016-02-26,0555,Aqua,MODIS,89,6.2,299.3,35.9,D,0
4.5956,114.3444,328.6,1,1,2016-02-26,0555,Aqua,MODIS,49,6.2,298.8,14.6,D,0
4.5969,114.3534,336.1,1,1,2016-02-26,0555,Aqua,MODIS,85,6.2,299.2,25.4,D,0
4.5866,114.3457,404.1,1,1,2016-02-26,0555,Aqua,MODIS,100,6.2,303.2,268.7,D,0
4.5944,114.3567,302.2,1.3,1.1,2016-02-26,1814,Aqua,MODIS,40,6.2,285.9,9,N,0
4.5997,114.34,319.4,1.2,1.1,2016-02-28,0244,Terra,MODIS,56,6.2,294.4,12.2,D,0
4.5981,114.3511,318.5,1.2,1.1,2016-02-28,0244,Terra,MODIS,59,6.2,292.4,11.6,D,0
4.4787,114.3088,311.1,2.2,1.4,2016-03-01,0530,Aqua,MODIS,64,6.2,291.8,16.7,D,0
4.5754,114.1486,306.3,1.3,1.1,2016-03-12,1437,Terra,MODIS,67,6.2,293.2,7.6,N,0
4.8399,114.6871,318.2,1,1,2016-03-13,0256,Terra,MODIS,56,6.2,295.8,7.6,D,0
4.5754,114.1548,315.2,1,1,2016-03-13,0555,Aqua,MODIS,58,6.2,290.8,6.7,D,0
4.9298,114.8974,328.5,1,1,2016-03-13,0555,Aqua,MODIS,79,6.2,297.5,15.7,D,0
4.577,114.1492,306.2,1.5,1.2,2016-03-15,1507,Terra,MODIS,67,6.2,285.5,11.3,N,0
4.5751,114.1357,304.7,1.5,1.2,2016-03-15,1507,Terra,MODIS,61,6.2,286.7,9.8,N,0
4.5742,114.1516,305.3,1,1,2016-03-15,1802,Aqua,MODIS,15,6.2,277.2,6.7,N,0
4.5759,114.1401,323.9,2.8,1.6,2016-03-16,0326,Terra,MODIS,0,6.2,291.4,75.1,D,0
4.5682,114.1423,302.7,4,1.9,2016-03-16,1412,Terra,MODIS,51,6.2,291.3,26.4,N,0
4.5766,114.1408,300.8,1.3,1.1,2016-03-17,1750,Aqua,MODIS,33,6.2,287.2,6.7,N,0
4.5716,114.1433,309.5,1.6,1.2,2016-03-18,0314,Terra,MODIS,34,6.2,287.1,11.6,D,0
4.8274,114.694,305.4,1.1,1,2016-03-19,1443,Terra,MODIS,30,6.2,289.9,5.3,N,0
4.5748,114.1559,318.3,1.1,1,2016-03-19,1443,Terra,MODIS,97,6.2,291.1,15.5,N,0
4.5685,114.1499,321.5,1,1,2016-03-20,0601,Aqua,MODIS,60,6.2,297.3,12.2,D,0
4.5698,114.1592,342.1,1,1,2016-03-20,0601,Aqua,MODIS,86,6.2,296.3,41.7,D,0
4.6021,114.3459,326.9,1.6,1.3,2016-03-24,0537,Aqua,MODIS,74,6.2,295.2,33.2,D,0
4.3435,114.3078,316.6,1.6,1.3,2016-03-24,0537,Aqua,MODIS,34,6.2,298.2,17.2,D,0
4.5713,114.1399,314.9,1.7,1.3,2016-03-24,0537,Aqua,MODIS,50,6.2,297.3,14.9,D,0
4.5874,114.3331,303.9,1,1,2016-03-24,1756,Aqua,MODIS,57,6.2,293,3.8,N,0
4.577,114.3317,334.6,1.3,1.1,2016-03-27,0608,Aqua,MODIS,78,6.2,299.3,36.1,D,0
4.5716,114.1506,342.3,1.2,1.1,2016-03-27,0608,Aqua,MODIS,79,6.2,302.8,48.6,D,0
4.5701,114.1395,342.6,1.2,1.1,2016-03-27,0608,Aqua,MODIS,69,6.2,303.5,48.8,D,0
4.5728,114.156,321.8,1.2,1.1,2016-03-27,0608,Aqua,MODIS,39,6.2,300.3,12.5,D,0
4.5713,114.145,340,1.2,1.1,2016-03-27,0608,Aqua,MODIS,89,6.2,304.1,46,D,0
4.5902,114.3529,390.3,1.3,1.1,2016-03-27,0608,Aqua,MODIS,100,6.2,304.7,266.7,D,0
4.5886,114.3416,388.1,1.3,1.1,2016-03-27,0608,Aqua,MODIS,100,6.2,306,251,D,0
4.587,114.3303,345,1.3,1.1,2016-03-27,0608,Aqua,MODIS,92,6.2,302.8,57.8,D,0
4.582,114.2664,306.7,1.3,1.1,2016-03-28,1437,Terra,MODIS,69,6.2,292.9,9.8,N,0
4.5732,114.1342,307.2,1.3,1.2,2016-03-28,1437,Terra,MODIS,65,6.2,292.8,9.8,N,0
4.5749,114.1461,307.4,1.3,1.1,2016-03-28,1437,Terra,MODIS,71,6.2,293.2,9.9,N,0
4.5708,114.1371,321.6,1,1,2016-03-29,0256,Terra,MODIS,26,6.2,298.7,10.5,D,0
4.5695,114.146,319.2,1,1,2016-03-29,0256,Terra,MODIS,12,6.2,298.8,8,D,0
4.8601,114.8381,329.8,1,1,2016-03-29,0555,Aqua,MODIS,75,6.2,305.1,15.5,D,0
4.5883,114.351,340,1,1,2016-03-29,0555,Aqua,MODIS,78,6.2,300.2,32,D,0
4.5794,114.1612,326.9,1,1,2016-03-29,0555,Aqua,MODIS,51,6.2,298.8,15.6,D,0
4.6215,114.3917,326.8,1,1,2016-03-29,0555,Aqua,MODIS,67,6.2,298.8,16.3,D,0
4.6202,114.3828,343.6,1,1,2016-03-29,0555,Aqua,MODIS,86,6.2,300.2,40.3,D,0
4.5973,114.3497,332.3,1,1,2016-03-29,0555,Aqua,MODIS,63,6.2,302.9,18.3,D,0
4.5985,114.3586,340,1,1,2016-03-29,0555,Aqua,MODIS,87,6.2,303.1,31.3,D,0
4.8512,114.8394,336.8,1,1,2016-03-29,0555,Aqua,MODIS,86,6.2,302.5,26.2,D,0
4.8484,114.8226,321.5,1.2,1.1,2016-03-31,0543,Aqua,MODIS,23,6.2,298.1,11.2,D,0
4.5946,114.5543,313.3,1.2,1.1,2016-03-31,0543,Aqua,MODIS,47,6.2,296.6,8.5,D,0
4.8982,114.7789,315.6,3.1,1.7,2016-04-01,0626,Aqua,MODIS,38,6.2,292,32.9,D,0
4.8985,114.7863,318.7,3.1,1.7,2016-04-01,0626,Aqua,MODIS,38,6.2,292,43,D,0
4.4039,114.2944,316.9,2.2,1.4,2016-04-02,0531,Aqua,MODIS,0,6.2,299.2,26.2,D,0
4.6653,114.4614,321.5,1.1,1,2016-04-05,0602,Aqua,MODIS,63,6.2,298.9,7.6,D,0
4.5198,114.1948,319.2,1.3,1.1,2016-04-16,0244,Terra,MODIS,31,6.2,300.7,10.7,D,0
4.6,114.3537,320.1,2.1,1.4,2016-04-18,0531,Aqua,MODIS,31,6.2,300.3,24.4,D,0
4.486,114.2229,318.7,1.6,1.2,2016-04-19,0614,Aqua,MODIS,0,6.2,297.9,12.8,D,0
4.604,114.3149,308.4,3.7,1.8,2016-04-20,0519,Aqua,MODIS,0,6.2,290.7,37.8,D,0
4.7703,114.658,321.2,1,1,2016-04-23,0549,Aqua,MODIS,41,6.2,293.4,11,D,0
4.8223,114.6974,334.3,1,1,2016-04-23,0549,Aqua,MODIS,86,6.2,290.8,27.1,D,0
4.7612,114.6593,329.8,1,1,2016-04-23,0549,Aqua,MODIS,78,6.2,292.7,21.7,D,0
4.5778,114.2028,316,1.6,1.3,2016-04-25,0537,Aqua,MODIS,32,6.2,299.7,12.9,D,0
4.6639,114.4646,316.7,1,1,2016-04-30,0555,Aqua,MODIS,59,6.2,293.4,5.5,D,0
4.5949,114.3389,314.5,1.7,1.3,2016-05-05,0315,Terra,MODIS,45,6.2,297.8,13.9,D,0
4.7752,114.7272,317.4,1.8,1.3,2016-05-05,0614,Aqua,MODIS,48,6.2,298,13.7,D,0
4.574,114.4354,317.4,1.7,1.3,2016-05-05,0614,Aqua,MODIS,68,6.2,296.5,17,D,0
4.3451,114.3062,319.2,1.3,1.1,2016-05-18,0543,Aqua,MODIS,36,6.2,299.3,14.8,D,0
4.3469,114.3276,315.1,1.1,1,2016-06-08,0303,Terra,MODIS,35,6.2,297.7,8,D,0
4.4774,114.2633,313.4,1.1,1,2016-06-08,0303,Terra,MODIS,0,6.2,297,9.1,D,0
4.5218,114.1883,311.9,1.1,1,2016-06-10,0250,Terra,MODIS,0,6.2,291,6,D,0
4.3455,114.3184,314.6,1,1,2016-06-10,0250,Terra,MODIS,36,6.2,294,6.5,D,0
4.3061,114.3078,317.2,1.1,1,2016-06-10,0548,Aqua,MODIS,36,6.2,298.7,12,D,0
4.3447,114.312,321.7,1.1,1,2016-06-10,0548,Aqua,MODIS,52,6.2,300.9,15.2,D,0
4.4042,114.2968,318.9,1,1,2016-07-10,0600,Aqua,MODIS,13,6.2,300.2,9.1,D,0
4.3437,114.3117,313.8,1.7,1.3,2016-07-14,0536,Aqua,MODIS,43,6.2,296.2,20.2,D,0
4.3463,114.3183,310.2,2.1,1.4,2016-07-15,0619,Aqua,MODIS,37,6.2,285.8,15.7,D,0
4.351,114.3207,316.4,1.3,1.1,2016-08-18,0309,Terra,MODIS,54,6.2,299.3,10.9,D,0
4.344,114.316,325.2,1,1,2016-08-27,0600,Aqua,MODIS,48,6.2,303.5,14.2,D,0
4.6289,114.4496,331.5,1.1,1,2016-08-27,0600,Aqua,MODIS,78,6.2,292.9,24.5,D,0
4.344,114.3174,325,1,1,2016-09-05,0554,Aqua,MODIS,64,6.2,305,13.9,D,0
4.3402,114.3129,309.9,1.7,1.3,2016-10-02,0536,Aqua,MODIS,17,6.2,287.6,11.5,D,0
4.5777,114.5185,311.1,1.6,1.2,2016-10-02,0536,Aqua,MODIS,68,6.2,287.7,12,D,0
4.4068,114.4465,306.5,1.6,1.3,2016-10-02,0536,Aqua,MODIS,56,6.2,283.7,8.2,D,0
4.5985,114.3739,308,2.2,1.4,2016-10-08,1425,Terra,MODIS,58,6.2,277.8,27.7,N,0
4.6024,114.3736,327.8,1.1,1,2016-10-13,1443,Terra,MODIS,100,6.2,295.2,26.8,N,0
4.5978,114.3732,315.9,1.1,1,2016-10-14,0600,Aqua,MODIS,51,6.2,295.4,7,D,0
4.6102,114.3432,312,2.7,1.6,2016-11-21,0225,Terra,MODIS,50,6.2,291,21.4,D,0
4.6714,114.47,313.8,1.1,1,2016-12-01,0600,Aqua,MODIS,51,6.2,292.2,6.8,D,0
4.6628,114.4541,319.3,1.6,1.3,2016-12-05,0536,Aqua,MODIS,58,6.2,290.7,22.4,D,0
4.665,114.4684,314.3,1.6,1.2,2016-12-05,0536,Aqua,MODIS,67,6.2,291.9,14.5,D,0
4.6654,114.4613,313.2,2.2,1.5,2016-12-06,0320,Terra,MODIS,48,6.2,283,26.9,D,0
4.6682,114.4596,313.8,1,1,2016-12-10,0554,Aqua,MODIS,50,6.2,282.1,7.8,D,0
4.3445,114.3219,311,1.3,1.1,2017-01-09,0308,Terra,MODIS,40,6.2,290.3,8.5,D,0
4.4046,114.2965,315.9,1.1,1,2017-01-20,0548,Aqua,MODIS,38,6.2,297.1,10.6,D,0
4.6348,114.4174,316.4,1.1,1,2017-01-20,0548,Aqua,MODIS,44,6.2,297.7,10.6,D,0
4.6666,114.4551,311.9,1,1,2017-02-12,0555,Aqua,MODIS,0,6.2,290.6,4.9,D,0
4.6678,114.4641,321.5,1,1,2017-02-12,0555,Aqua,MODIS,65,6.2,293.9,13.5,D,0
4.4001,114.2875,312.6,1.3,1.1,2017-02-14,0542,Aqua,MODIS,23,6.2,291.9,9.7,D,0
4.3462,114.3099,314.6,1.7,1.3,2017-03-11,0536,Aqua,MODIS,48,6.2,296.9,14.8,D,0
4.6665,114.472,315.2,3,1.6,2017-03-19,0326,Terra,MODIS,56,6.2,292.2,47.1,D,0
4.5803,114.2116,312.8,2.2,1.4,2017-03-20,0531,Aqua,MODIS,32,6.2,295.5,17.9,D,0
4.6643,114.4595,320.9,1.1,1,2017-03-23,0601,Aqua,MODIS,58,6.2,300.2,8.5,D,0
4.6713,114.4715,313.8,1.7,1.3,2017-03-23,1820,Aqua,MODIS,87,6.2,290.1,27.6,N,0
4.3797,114.8108,310.6,1.1,1.1,2017-04-08,0302,Terra,MODIS,37,6.2,294.3,5.1,D,0
4.6144,114.3458,317.9,1,1,2017-04-17,0555,Aqua,MODIS,33,6.2,299.5,8.5,D,0
4.5783,114.2063,314.5,2.2,1.4,2017-04-21,0530,Aqua,MODIS,22,6.2,294.9,19.9,D,0
4.5781,114.2052,310.3,3.9,1.8,2017-04-23,0518,Aqua,MODIS,0,6.2,289.1,49.8,D,0
4.344,114.318,312,1.3,1.1,2017-05-01,0308,Terra,MODIS,64,6.2,295.7,8.7,D,0
4.5821,114.2132,309.4,2.1,1.4,2017-05-15,0320,Terra,MODIS,27,6.2,287.2,13,D,0
4.3454,114.3214,317.2,1.3,1.1,2017-05-17,0308,Terra,MODIS,49,6.2,297.4,12.1,D,0
4.3441,114.3199,311.2,1.1,1,2017-05-26,0302,Terra,MODIS,53,6.2,291.2,6.5,D,0
4.7714,114.757,312,1,1,2017-05-28,0250,Terra,MODIS,52,6.2,289.6,6,D,0
4.9752,114.9688,308.9,1.1,1.1,2017-06-27,0302,Terra,MODIS,26,6.2,291.9,10.5,D,0
4.6668,114.5078,321.8,1.3,1.1,2017-07-04,0607,Aqua,MODIS,78,6.2,296.9,16.9,D,0
4.3433,114.3204,318.7,1,1,2017-08-07,0256,Terra,MODIS,39,6.2,298,8.8,D,0
4.4023,114.2925,316.2,1,1,2017-08-07,0256,Terra,MODIS,36,6.2,296.8,7.5,D,0
4.6593,114.4542,311.6,2.1,1.4,2017-08-27,0530,Aqua,MODIS,0,6.2,290.6,16,D,0
4.5811,114.2061,307.8,3.9,1.8,2017-09-30,0518,Aqua,MODIS,38,6.2,287.3,22.8,D,0
4.5759,114.215,311.5,2.9,1.6,2017-10-07,0524,Aqua,MODIS,50,6.2,292.4,24.2,D,0
4.6689,114.4655,301,1.3,1.1,2017-10-26,1813,Aqua,MODIS,36,6.2,286.2,4.8,N,0
4.6085,114.3311,311.1,1.7,1.3,2017-12-08,0536,Aqua,MODIS,21,6.2,291,14.2,D,0
4.5869,114.041,325.1,1.1,1,2018-03-12,0250,Terra,MODIS,0,6.2,297.5,16.4,D,0
4.5766,114.2176,312.3,2.2,1.4,2018-03-23,0531,Aqua,MODIS,38,6.2,293.1,17.7,D,0
4.8899,114.7986,312.1,1,1,2018-03-28,0549,Aqua,MODIS,50,6.2,291.8,5.9,D,0
4.8936,114.8021,316.3,1,1,2018-04-29,0549,Aqua,MODIS,49,6.2,297.9,8,D,0
4.5788,114.207,315.4,1.7,1.3,2018-05-01,0537,Aqua,MODIS,23,6.2,299.3,14.2,D,0
4.6352,114.4184,314.1,1,1,2018-05-22,0555,Aqua,MODIS,25,6.2,297.4,5.9,D,0
4.8127,114.6516,320.1,1.7,1.3,2018-07-30,0614,Aqua,MODIS,0,6.2,295.6,23.2,D,0
4.6078,114.3365,313.5,1.6,1.3,2018-09-06,0537,Aqua,MODIS,45,6.2,293.7,12.2,D,0
4.8436,114.715,318.8,1.1,1,2018-09-18,0601,Aqua,MODIS,44,6.2,288.2,10.8,D,0
4.853,114.7136,319.1,1.1,1,2018-09-18,0601,Aqua,MODIS,45,6.2,288.6,11.4,D,0
4.8517,114.7911,313.1,1.2,1.1,2018-09-29,0542,Aqua,MODIS,45,6.2,297.1,6.1,D,0
4.6657,114.4626,319.5,1.1,1,2018-10-04,0601,Aqua,MODIS,62,6.2,297.2,9.1,D,0
4.5833,114.1964,313.6,1.3,1.1,2018-10-27,0309,Terra,MODIS,55,6.2,295.9,10,D,0
4.5436,114.5868,315.6,1,1,2018-10-29,0256,Terra,MODIS,71,6.2,294.1,8.5,D,0
4.8349,114.6896,312.8,1.1,1.1,2019-01-08,0302,Terra,MODIS,60,6.3,286.9,8.8,D,2
4.9589,114.9381,326,1.2,1.1,2019-02-20,0543,Aqua,MODIS,65,6.3,302.9,12.3,D,2
4.9353,114.8754,315.4,1.5,1.2,2019-03-01,0537,Aqua,MODIS,28,6.3,298.9,11.1,D,0
4.9237,114.8703,322.5,2.3,1.5,2019-03-02,0619,Aqua,MODIS,72,6.3,300.5,35.9,D,2
4.7623,114.6122,316.6,1,1,2019-03-06,0256,Terra,MODIS,25,6.3,299.5,7.1,D,0
4.6176,114.3473,305.6,1.3,1.1,2019-03-06,1814,Aqua,MODIS,65,6.3,291.7,7.6,N,2
4.9704,114.9015,307,1.5,1.2,2019-03-14,1431,Terra,MODIS,70,6.3,288.6,10.8,N,0
4.9751,114.9088,308.1,1.5,1.2,2019-03-14,1431,Terra,MODIS,57,6.3,289.1,10.8,N,0
4.9668,114.9132,320.7,1,1,2019-03-15,0250,Terra,MODIS,37,6.3,304.3,8.2,D,2
4.9758,114.9145,342.7,1,1,2019-03-15,0250,Terra,MODIS,92,6.3,303.4,38.4,D,0
4.9771,114.9054,327.8,1,1,2019-03-15,0250,Terra,MODIS,68,6.3,304.2,16,D,0
4.9804,114.9271,315,4.2,1.9,2019-03-16,0332,Terra,MODIS,0,6.3,289.1,73.3,D,0
4.9838,114.9329,314.1,4.2,1.9,2019-03-16,0332,Terra,MODIS,0,6.3,289.7,66.3,D,2
4.9765,114.9189,317.9,4.1,1.9,2019-03-16,0632,Aqua,MODIS,45,6.3,298.4,68.4,D,0
4.9736,114.924,316.2,4.1,1.9,2019-03-16,0632,Aqua,MODIS,45,6.3,298.5,57.5,D,0
4.9745,114.9261,306.4,2.6,1.5,2019-03-16,1419,Terra,MODIS,68,6.3,293.8,22.7,N,0
4.9822,114.9302,307.5,2.6,1.5,2019-03-16,1419,Terra,MODIS,72,6.3,293.7,24.9,N,2
4.7424,114.5927,318.5,1,1,2019-03-22,0555,Aqua,MODIS,47,6.3,294.7,6.9,D,0
4.7698,114.7216,328.7,1,1,2019-03-31,0549,Aqua,MODIS,61,6.3,299,20.2,D,0
4.7221,114.6129,319.4,1.6,1.2,2019-04-02,0537,Aqua,MODIS,26,6.3,301,16.2,D,2
4.7291,114.5615,318,2.7,1.6,2019-04-04,0525,Aqua,MODIS,53,6.3,296.3,35.2,D,2
4.7328,114.5858,316.1,2.7,1.6,2019-04-04,0525,Aqua,MODIS,59,6.3,296.1,29.5,D,0
4.7229,114.5804,316.7,2.7,1.6,2019-04-04,0525,Aqua,MODIS,54,6.3,295.9,32.6,D,0
4.771,114.6141,318.9,1,1,2019-04-07,0256,Terra,MODIS,42,6.3,295.2,10.2,D,0
4.636,114.4218,317.9,1,1,2019-04-16,0250,Terra,MODIS,25,6.3,299.3,7.7,D,0
4.5798,114.1419,305.7,4.6,2,2019-04-21,1532,Terra,MODIS,36,6.3,291.2,45.7,N,0
4.5788,114.146,343.4,1,1,2019-04-23,0256,Terra,MODIS,87,6.3,299.7,39.4,D,0
4.5801,114.1371,357.4,1,1,2019-04-23,0256,Terra,MODIS,86,6.3,300.4,69.8,D,0
4.5699,114.1447,345.8,1,1,2019-04-23,0256,Terra,MODIS,88,6.3,296.3,44.1,D,0
4.5766,114.1382,348.3,1,1,2019-04-23,0555,Aqua,MODIS,95,6.3,287.9,52.7,D,0
4.5779,114.275,316.2,1,1,2019-04-23,0555,Aqua,MODIS,0,6.3,270.6,12.5,D,0
4.569,114.1485,321,1,1,2019-04-23,0555,Aqua,MODIS,59,6.3,286.1,13.2,D,0
4.5754,114.1293,335.9,1,1,2019-04-23,0555,Aqua,MODIS,85,6.3,282.3,30.3,D,0
4.5742,114.1536,308.7,1.3,1.1,2019-04-25,0244,Terra,MODIS,44,6.3,276.5,5.1,D,0
4.5758,114.1423,311.5,1.3,1.1,2019-04-25,0244,Terra,MODIS,56,6.3,276.9,8.1,D,0
4.5819,114.1378,312,1.3,1.1,2019-04-25,0543,Aqua,MODIS,0,6.3,286.7,7.7,D,0
4.5827,114.2815,332.6,1.3,1.1,2019-04-25,0543,Aqua,MODIS,81,6.3,291.7,35.7,D,0
4.6365,114.4202,318,1,1,2019-05-02,0250,Terra,MODIS,42,6.3,300.2,8,D,0
4.5747,114.1504,316.1,1.3,1.1,2019-05-07,0308,Terra,MODIS,67,6.3,298.5,12.7,D,0
4.5735,114.1363,316.2,1.2,1.1,2019-05-23,0607,Aqua,MODIS,58,6.3,296.8,9.8,D,0
4.572,114.1436,315.1,1.3,1.1,2019-05-27,0542,Aqua,MODIS,59,6.3,293.2,10.6,D,0
4.8775,114.7444,311,3,1.6,2019-05-28,0625,Aqua,MODIS,34,6.3,291.2,21.6,D,0
4.6355,114.422,303.8,1.1,1,2019-06-03,0549,Aqua,MODIS,16,6.3,276.3,3.2,D,0
4.5847,114.2333,310.5,1.6,1.3,2019-07-01,0314,Terra,MODIS,0,6.3,291.5,9.3,D,2
4.6634,114.4553,318,1.6,1.3,2019-07-07,0536,Aqua,MODIS,0,6.3,296.3,16.3,D,0
4.6127,114.3445,313.4,1,1,2019-07-12,0256,Terra,MODIS,30,6.3,295.1,5,D,2
4.766,114.616,315.4,1,1,2019-07-12,0256,Terra,MODIS,55,6.3,298.5,7,D,0
4.672,114.4695,301.7,2,1.4,2019-07-18,1737,Aqua,MODIS,27,6.3,285.3,13.5,N,0